student_id,study,university,semester,cohort_code,gender,first_generation,underrepresented,avg_sleep_minutes,avg_sleep_hours,daytime_sleep_minutes,sleep_midpoint_minutes,bedtime_variability,nights_tracked_fraction,prior_gpa,term_gpa,gpa_change,term_units,term_load_z,under_6h_sleep,sleep_bracket,sleep_midpoint_clock
293,1,Carnegie Mellon University,Spring 2018,lac2,Female,0.0,0.0,370.0,6.17,11.7,500.3,0.05,0.931,4.0,3.76,-0.24,49.0,0.112,0,6-6.5h,07:20
294,1,Carnegie Mellon University,Spring 2018,lac2,Female,0.0,0.0,406.8,6.78,49.7,359.5,0.0476,0.862,4.0,3.55,-0.45,49.0,0.112,0,6.5-7h,05:00
297,1,Carnegie Mellon University,Spring 2018,lac2,Female,0.0,1.0,253.8,4.23,178.5,398.2,0.1639,0.586,3.0,3.59,0.59,46.0,-0.604,1,<5.5h,05:38
303,1,Carnegie Mellon University,Spring 2018,lac2,Female,0.0,0.0,411.9,6.86,26.1,532.1,0.7854,0.931,3.8,3.46,-0.34,39.0,-2.275,0,6.5-7h,07:52
304,1,Carnegie Mellon University,Spring 2018,lac2,Female,0.0,1.0,408.1,6.8,71.6,354.0,0.1538,0.931,3.17,3.5,0.33,39.0,-2.275,0,6.5-7h,04:54
305,1,Carnegie Mellon University,Spring 2018,lac2,Male,1.0,1.0,346.8,5.78,78.1,541.3,1.0689,0.724,2.37,2.54,0.17,49.0,0.112,1,5.5-6h,08:01
306,1,Carnegie Mellon University,Spring 2018,lac2,Male,0.0,0.0,340.0,5.67,42.5,492.5,0.6244,0.759,3.4,3.5,0.1,45.0,-0.843,1,5.5-6h,07:12
308,1,Carnegie Mellon University,Spring 2018,lac2,Male,0.0,1.0,414.3,6.91,38.0,467.3,0.4093,0.931,2.53,2.4,-0.13,48.0,-0.127,0,6.5-7h,06:47
314,1,Carnegie Mellon University,Spring 2018,lac2,Male,0.0,0.0,381.2,6.35,34.7,446.8,0.1745,0.966,2.79,3.37,0.58,49.0,0.112,0,6-6.5h,06:27
315,1,Carnegie Mellon University,Spring 2018,lac2,Female,0.0,0.0,430.1,7.17,19.4,471.7,0.4159,0.828,4.0,3.61,-0.39,47.0,-0.366,0,7-7.5h,06:52
321,1,Carnegie Mellon University,Spring 2018,lac2,Female,0.0,0.0,357.7,5.96,35.4,431.5,0.1069,0.862,4.0,3.44,-0.56,54.0,1.305,1,5.5-6h,06:12
322,1,Carnegie Mellon University,Spring 2018,lac2,Male,1.0,1.0,447.4,7.46,23.4,267.8,0.04,1.0,4.0,3.81,-0.19,48.0,-0.127,0,7-7.5h,03:28
333,1,Carnegie Mellon University,Spring 2018,lac2,Female,0.0,0.0,402.1,6.7,52.9,444.3,0.0451,0.931,3.79,4.0,0.21,46.0,-0.604,0,6.5-7h,06:24
334,1,Carnegie Mellon University,Spring 2018,lac2,,0.0,0.0,315.6,5.26,18.5,436.2,0.1719,1.0,3.2,3.63,0.43,55.0,1.543,1,<5.5h,06:16
337,1,Carnegie Mellon University,Spring 2018,lac2,Female,0.0,0.0,367.8,6.13,10.6,425.3,0.1882,1.0,3.57,3.81,0.24,51.0,0.589,0,6-6.5h,06:05
338,1,Carnegie Mellon University,Spring 2018,lac2,Female,0.0,0.0,366.4,6.11,35.6,406.2,0.6453,0.931,3.7,3.57,-0.13,50.0,0.35,0,6-6.5h,05:46
342,1,Carnegie Mellon University,Spring 2018,lac2,Female,0.0,0.0,455.6,7.59,23.5,434.1,0.1099,0.897,4.0,4.0,0.0,51.0,0.589,0,7.5h+,06:14
343,1,Carnegie Mellon University,Spring 2018,lac2,Female,0.0,0.0,330.9,5.51,40.3,551.2,0.7578,0.655,2.92,3.12,0.2,50.0,0.35,1,5.5-6h,08:11
350,1,Carnegie Mellon University,Spring 2018,lac2,Female,0.0,0.0,406.7,6.78,11.0,391.4,0.3475,0.897,3.74,3.81,0.07,52.0,0.827,0,6.5-7h,05:31
360,1,Carnegie Mellon University,Spring 2018,lac2,Male,0.0,0.0,350.7,5.84,32.0,349.4,1.24,0.793,3.29,3.39,0.1,49.0,0.112,1,5.5-6h,04:49
361,1,Carnegie Mellon University,Spring 2018,lac2,Male,0.0,0.0,357.7,5.96,30.9,451.5,0.2978,0.759,3.59,3.38,-0.21,49.0,0.112,1,5.5-6h,06:32
376,1,Carnegie Mellon University,Spring 2018,lac2,Female,0.0,0.0,455.4,7.59,26.9,308.5,0.0242,0.966,3.48,2.98,-0.5,48.0,-0.127,0,7.5h+,04:08
378,1,Carnegie Mellon University,Spring 2018,lac2,Female,0.0,0.0,299.1,4.98,28.3,415.0,0.5407,0.724,4.0,4.0,0.0,51.0,0.589,1,<5.5h,05:55
379,1,Carnegie Mellon University,Spring 2018,lac2,Female,0.0,0.0,343.1,5.72,24.5,493.5,0.1737,0.897,3.07,4.0,0.93,48.0,-0.127,1,5.5-6h,07:14
380,1,Carnegie Mellon University,Spring 2018,lac2,Male,0.0,0.0,376.6,6.28,6.2,473.5,0.0854,1.0,3.48,3.46,-0.02,47.0,-0.366,0,6-6.5h,06:54
381,1,Carnegie Mellon University,Spring 2018,lac2,Female,0.0,0.0,398.0,6.63,19.0,502.7,0.4645,0.379,4.0,4.0,0.0,45.0,-0.843,0,6.5-7h,07:23
383,1,Carnegie Mellon University,Spring 2018,lac2,Male,0.0,0.0,411.8,6.86,55.4,459.0,0.1208,0.828,3.77,3.57,-0.2,47.0,-0.366,0,6.5-7h,06:39
386,1,Carnegie Mellon University,Spring 2018,lac2,Male,0.0,0.0,422.1,7.04,72.3,402.2,0.2994,1.0,3.22,3.58,0.36,53.0,1.066,0,7-7.5h,05:42
390,1,Carnegie Mellon University,Spring 2018,lac2,Female,0.0,0.0,283.1,4.72,30.7,585.2,1.9888,0.621,3.81,3.56,-0.25,48.0,-0.127,1,<5.5h,08:45
394,1,Carnegie Mellon University,Spring 2018,lac2,Male,0.0,0.0,425.3,7.09,52.9,375.2,0.1063,1.0,3.74,3.81,0.07,52.0,0.827,0,7-7.5h,05:15
395,1,Carnegie Mellon University,Spring 2018,lac2,Female,0.0,0.0,338.7,5.64,13.9,424.4,0.1341,0.966,3.4,3.81,0.41,51.0,0.589,1,5.5-6h,06:04
396,1,Carnegie Mellon University,Spring 2018,lac2,Male,0.0,0.0,362.1,6.03,31.1,415.0,1.217,0.724,3.8,3.61,-0.19,56.0,1.782,0,6-6.5h,05:55
402,1,Carnegie Mellon University,Spring 2018,lac2,Female,0.0,0.0,427.3,7.12,46.2,487.5,0.1257,0.862,3.76,3.72,-0.04,43.0,-1.32,0,7-7.5h,07:08
412,1,Carnegie Mellon University,Spring 2018,lac2,Female,0.0,0.0,397.9,6.63,58.8,374.6,0.1244,0.448,3.6,4.0,0.4,51.0,0.589,0,6.5-7h,05:15
413,1,Carnegie Mellon University,Spring 2018,lac2,Female,0.0,0.0,413.8,6.9,47.1,408.0,0.1976,0.966,3.79,3.0,-0.79,51.0,0.589,0,6.5-7h,05:48
419,1,Carnegie Mellon University,Spring 2018,lac2,Male,0.0,0.0,340.0,5.67,25.1,489.2,0.0994,0.931,3.56,3.59,0.03,46.0,-0.604,1,5.5-6h,07:09
422,1,Carnegie Mellon University,Spring 2018,lac2,Female,0.0,0.0,373.9,6.23,34.5,383.4,0.0624,0.862,3.29,3.28,-0.01,45.0,-0.843,0,6-6.5h,05:23
427,1,Carnegie Mellon University,Spring 2018,lac2,Female,0.0,0.0,452.5,7.54,82.3,407.1,0.6102,0.517,4.0,4.0,0.0,55.0,1.543,0,7.5h+,05:47
430,1,Carnegie Mellon University,Spring 2018,lac2,Female,0.0,0.0,301.3,5.02,21.2,486.2,0.2097,1.0,3.58,3.24,-0.34,56.0,1.782,1,<5.5h,07:06
432,1,Carnegie Mellon University,Spring 2018,lac2,Male,0.0,0.0,263.5,4.39,42.3,533.1,2.7586,0.586,3.21,3.05,-0.16,45.0,-0.843,1,<5.5h,07:53
452,1,Carnegie Mellon University,Spring 2018,lac2,Female,0.0,0.0,394.8,6.58,16.0,342.8,0.0283,1.0,4.0,4.0,0.0,50.0,0.35,0,6.5-7h,04:43
453,1,Carnegie Mellon University,Spring 2018,lac2,Male,0.0,0.0,283.3,4.72,40.5,669.7,4.2554,0.517,3.6,2.18,-1.42,47.0,-0.366,1,<5.5h,10:10
454,1,Carnegie Mellon University,Spring 2018,lac2,Female,0.0,0.0,385.0,6.42,57.4,369.0,0.299,0.862,3.12,3.6,0.48,45.0,-0.843,0,6-6.5h,05:09
461,1,Carnegie Mellon University,Spring 2018,lac2,Female,0.0,0.0,424.7,7.08,8.5,373.9,0.1536,0.966,3.81,3.59,-0.22,49.0,0.112,0,7-7.5h,05:14
463,1,Carnegie Mellon University,Spring 2018,lac2,Female,0.0,0.0,341.5,5.69,34.3,409.5,0.2535,0.931,3.49,3.6,0.11,45.0,-0.843,1,5.5-6h,05:50
466,1,Carnegie Mellon University,Spring 2018,lac2,Female,0.0,0.0,349.6,5.83,36.8,540.6,0.8066,0.655,2.65,3.49,0.84,48.0,-0.127,1,5.5-6h,08:01
473,1,Carnegie Mellon University,Spring 2018,lac2,Female,0.0,0.0,400.5,6.68,37.0,405.8,0.8294,0.828,3.25,2.49,-0.76,38.0,-2.513,0,6.5-7h,05:46
476,1,Carnegie Mellon University,Spring 2018,lac2,Female,0.0,0.0,406.8,6.78,24.7,385.3,0.1071,0.966,3.52,3.45,-0.07,40.0,-2.036,0,6.5-7h,05:25
479,1,Carnegie Mellon University,Spring 2018,lac2,Male,0.0,0.0,408.3,6.81,22.7,411.4,0.2671,0.966,2.86,3.78,0.92,46.0,-0.604,0,6.5-7h,05:51
483,1,Carnegie Mellon University,Spring 2018,lac2,Female,0.0,0.0,336.2,5.6,85.8,477.1,0.7187,1.0,3.78,3.8,0.02,49.0,0.112,1,5.5-6h,06:57
487,1,Carnegie Mellon University,Spring 2018,lac2,Female,0.0,1.0,219.9,3.66,136.2,396.5,0.5227,0.552,2.78,1.5,-1.28,46.0,-0.604,1,<5.5h,05:36
489,1,Carnegie Mellon University,Spring 2018,lac2,Female,0.0,0.0,481.2,8.02,19.1,349.2,0.0421,0.966,4.0,4.0,0.0,53.0,1.066,0,7.5h+,04:49
506,1,Carnegie Mellon University,Spring 2018,lac2,Male,0.0,0.0,411.7,6.86,10.8,335.7,0.0188,1.0,4.0,4.0,0.0,60.0,2.736,0,6.5-7h,04:36
507,1,Carnegie Mellon University,Spring 2018,lac2,Female,0.0,0.0,428.4,7.14,7.1,361.6,0.1113,0.655,3.69,3.76,0.07,56.0,1.782,0,7-7.5h,05:02
518,1,Carnegie Mellon University,Spring 2018,lac2,Female,1.0,0.0,297.0,4.95,60.6,466.8,0.647,0.69,4.0,4.0,0.0,53.0,1.066,1,<5.5h,06:47
522,1,Carnegie Mellon University,Spring 2018,lac2,Female,0.0,0.0,421.4,7.02,17.9,453.1,0.0839,0.586,4.0,3.53,-0.47,47.0,-0.366,0,7-7.5h,06:33
525,1,Carnegie Mellon University,Spring 2018,lac2,Female,0.0,0.0,351.2,5.85,45.4,476.6,0.9002,0.862,3.55,2.6,-0.95,53.0,1.066,1,5.5-6h,06:57
541,1,Carnegie Mellon University,Spring 2018,lac2,Male,0.0,0.0,393.3,6.55,36.5,401.8,0.029,0.966,4.0,4.0,0.0,49.0,0.112,0,6.5-7h,05:42
551,1,Carnegie Mellon University,Spring 2018,lac2,Male,0.0,0.0,431.3,7.19,35.8,445.6,0.1703,1.0,4.0,3.42,-0.58,55.0,1.543,0,7-7.5h,06:26
559,1,Carnegie Mellon University,Spring 2018,lac2,Female,0.0,0.0,370.5,6.17,32.8,627.6,0.3768,0.931,3.57,3.0,-0.57,48.0,-0.127,0,6-6.5h,09:28
563,1,Carnegie Mellon University,Spring 2018,lac2,Male,0.0,0.0,427.8,7.13,67.9,401.1,0.1666,0.966,4.0,4.0,0.0,40.0,-2.036,0,7-7.5h,05:41
572,1,Carnegie Mellon University,Spring 2018,lac2,Female,0.0,0.0,347.9,5.8,62.4,533.1,2.7628,0.724,3.8,3.59,-0.21,46.0,-0.604,1,5.5-6h,07:53
577,1,Carnegie Mellon University,Spring 2018,lac2,Male,0.0,0.0,393.7,6.56,52.8,393.3,0.1102,0.862,3.78,3.81,0.03,46.0,-0.604,0,6.5-7h,05:33
581,1,Carnegie Mellon University,Spring 2018,lac2,Male,0.0,0.0,398.0,6.63,39.2,411.0,0.42,0.931,3.56,4.0,0.44,45.0,-0.843,0,6.5-7h,05:51
586,1,Carnegie Mellon University,Spring 2018,lac2,Male,0.0,0.0,427.1,7.12,28.5,457.3,1.3981,0.655,3.8,4.0,0.2,49.0,0.112,0,7-7.5h,06:37
595,1,Carnegie Mellon University,Spring 2018,lac2,Female,0.0,1.0,408.3,6.8,54.4,348.7,0.0441,1.0,2.49,2.84,0.35,49.0,0.112,0,6.5-7h,04:49
609,1,Carnegie Mellon University,Spring 2018,lac2,Male,0.0,0.0,421.5,7.02,25.7,330.6,0.0494,0.655,3.77,3.79,0.02,47.0,-0.366,0,7-7.5h,04:31
613,1,Carnegie Mellon University,Spring 2018,lac2,Male,0.0,0.0,388.4,6.47,44.2,398.9,0.1833,0.759,4.0,4.0,0.0,54.0,1.305,0,6-6.5h,05:39
615,1,Carnegie Mellon University,Spring 2018,lac2,Male,1.0,0.0,250.4,4.17,80.8,628.0,2.5669,0.793,3.58,2.55,-1.03,54.0,1.305,1,<5.5h,09:28
617,1,Carnegie Mellon University,Spring 2018,lac2,Male,1.0,1.0,321.0,5.35,18.3,471.7,2.0339,0.724,4.0,3.63,-0.37,48.0,-0.127,1,<5.5h,06:52
631,1,Carnegie Mellon University,Spring 2018,lac2,Male,0.0,0.0,428.5,7.14,32.6,477.9,0.7811,0.966,2.36,2.79,0.43,47.0,-0.366,0,7-7.5h,06:58
644,1,Carnegie Mellon University,Spring 2018,lac2,Female,0.0,0.0,415.8,6.93,64.6,432.0,2.1962,0.897,3.17,2.8,-0.37,46.0,-0.604,0,6.5-7h,06:12
653,1,Carnegie Mellon University,Spring 2018,lac2,Female,1.0,0.0,313.9,5.23,65.0,402.0,0.1853,0.793,2.98,3.28,0.3,50.0,0.35,1,<5.5h,05:42
662,1,Carnegie Mellon University,Spring 2018,lac2,Male,0.0,1.0,457.4,7.62,30.9,535.4,0.4892,0.931,1.7,2.47,0.77,43.0,-1.32,0,7.5h+,07:55
665,1,Carnegie Mellon University,Spring 2018,lac2,Male,0.0,0.0,405.4,6.76,40.1,442.7,0.1037,0.897,3.52,3.57,0.05,51.0,0.589,0,6.5-7h,06:23
670,1,Carnegie Mellon University,Spring 2018,lac2,Male,0.0,0.0,413.1,6.89,44.3,407.5,0.2896,0.966,3.0,3.53,0.53,45.0,-0.843,0,6.5-7h,05:48
671,1,Carnegie Mellon University,Spring 2018,lac2,Female,0.0,0.0,414.7,6.91,18.5,424.9,0.0368,0.897,3.8,4.0,0.2,47.0,-0.366,0,6.5-7h,06:05
1,2,University of Washington,Spring 2018,uw1,Male,0.0,0.0,445.2,7.42,67.5,425.8,0.3212,0.893,3.196,3.9,0.704,5.0,-3.983,0,7-7.5h,06:06
2,2,University of Washington,Spring 2018,uw1,Female,1.0,0.0,587.7,9.79,64.5,380.3,0.4222,0.214,3.321,3.833,0.512,18.0,1.68,0,7.5h+,05:20
4,2,University of Washington,Spring 2018,uw1,Female,0.0,0.0,447.5,7.46,28.2,372.3,0.1173,0.929,3.767,3.5,-0.267,14.0,-0.062,0,7-7.5h,05:12
6,2,University of Washington,Spring 2018,uw1,Female,1.0,0.0,406.9,6.78,39.4,358.9,0.1382,0.929,3.427,3.477,0.05,13.0,-0.498,0,6.5-7h,04:59
8,2,University of Washington,Spring 2018,uw1,Female,0.0,0.0,456.7,7.61,61.6,364.8,0.553,0.893,3.6,3.128,-0.472,18.0,1.68,0,7.5h+,05:05
10,2,University of Washington,Spring 2018,uw1,Male,0.0,0.0,361.8,6.03,49.3,289.9,0.1774,0.75,3.923,4.0,0.077,15.0,0.373,0,6-6.5h,03:50
12,2,University of Washington,Spring 2018,uw1,Male,0.0,0.0,370.5,6.18,26.1,390.2,0.0996,0.857,3.555,3.569,0.014,13.0,-0.498,0,6-6.5h,05:30
13,2,University of Washington,Spring 2018,uw1,Male,0.0,0.0,404.8,6.75,103.1,406.1,1.1184,0.893,3.593,3.533,-0.06,15.0,0.373,0,6.5-7h,05:46
14,2,University of Washington,Spring 2018,uw1,Female,0.0,0.0,518.6,8.64,30.5,342.9,0.0448,1.0,3.533,3.9,0.367,15.0,0.373,0,7.5h+,04:43
15,2,University of Washington,Spring 2018,uw1,Female,0.0,0.0,493.6,8.23,31.8,260.2,0.0649,1.0,3.746,3.9,0.154,15.0,0.373,0,7.5h+,03:20
19,2,University of Washington,Spring 2018,uw1,Female,1.0,0.0,411.3,6.85,27.3,349.5,0.0927,0.536,3.266,3.1,-0.166,15.0,0.373,0,6.5-7h,04:50
20,2,University of Washington,Spring 2018,uw1,Female,0.0,0.0,274.2,4.57,152.6,315.6,0.1125,1.0,2.883,2.75,-0.133,14.0,-0.062,1,<5.5h,04:16
22,2,University of Washington,Spring 2018,uw1,Female,0.0,0.0,494.4,8.24,54.1,305.2,0.1287,0.929,3.152,3.1,-0.052,15.0,0.373,0,7.5h+,04:05
23,2,University of Washington,Spring 2018,uw1,Female,0.0,0.0,444.9,7.41,35.7,314.7,0.0687,1.0,2.915,2.933,0.018,15.0,0.373,0,7-7.5h,04:15
24,2,University of Washington,Spring 2018,uw1,Female,0.0,0.0,382.2,6.37,54.9,477.3,0.0624,1.0,3.452,3.8,0.348,15.0,0.373,0,6-6.5h,06:57
26,2,University of Washington,Spring 2018,uw1,Female,0.0,0.0,467.2,7.79,29.8,392.5,0.141,0.571,2.917,1.7,-1.217,15.0,0.373,0,7.5h+,05:32
28,2,University of Washington,Spring 2018,uw1,Male,0.0,0.0,439.2,7.32,48.6,326.7,0.0693,1.0,3.745,3.838,0.094,13.0,-0.498,0,7-7.5h,04:27
30,2,University of Washington,Spring 2018,uw1,Female,0.0,0.0,438.7,7.31,41.8,405.6,0.6026,0.964,3.336,3.933,0.598,15.0,0.373,0,7-7.5h,05:46
31,2,University of Washington,Spring 2018,uw1,Female,0.0,0.0,459.5,7.66,14.8,281.1,0.0833,0.964,4.0,4.0,0.0,13.0,-0.498,0,7.5h+,03:41
32,2,University of Washington,Spring 2018,uw1,Female,1.0,0.0,405.2,6.75,39.6,363.2,0.0622,1.0,3.18,3.5,0.32,10.0,-1.805,0,6.5-7h,05:03
33,2,University of Washington,Spring 2018,uw1,Female,1.0,0.0,396.5,6.61,75.6,410.8,0.1101,1.0,2.567,2.992,0.426,13.0,-0.498,0,6.5-7h,05:51
34,2,University of Washington,Spring 2018,uw1,Female,1.0,0.0,389.0,6.48,24.3,300.5,0.2066,0.536,3.741,3.479,-0.262,14.0,-0.062,0,6-6.5h,04:00
35,2,University of Washington,Spring 2018,uw1,Female,0.0,0.0,441.0,7.35,36.5,345.0,0.3075,1.0,3.532,3.6,0.068,15.0,0.373,0,7-7.5h,04:45
37,2,University of Washington,Spring 2018,uw1,Female,1.0,0.0,434.0,7.23,8.6,343.3,0.0482,1.0,3.7,3.193,-0.507,14.0,-0.062,0,7-7.5h,04:43
38,2,University of Washington,Spring 2018,uw1,Male,0.0,0.0,433.2,7.22,72.0,417.5,0.1477,0.714,3.883,3.9,0.017,10.0,-1.805,0,7-7.5h,05:58
39,2,University of Washington,Spring 2018,uw1,Male,0.0,0.0,371.1,6.19,25.8,493.1,0.0544,1.0,3.467,3.608,0.142,12.0,-0.933,0,6-6.5h,07:13
42,2,University of Washington,Spring 2018,uw1,Female,1.0,0.0,425.5,7.09,26.0,334.1,0.0958,1.0,3.8,3.95,0.15,10.0,-1.805,0,7-7.5h,04:34
43,2,University of Washington,Spring 2018,uw1,Female,1.0,0.0,394.9,6.58,13.1,362.7,0.0411,1.0,3.7,3.867,0.167,12.0,-0.933,0,6.5-7h,05:03
44,2,University of Washington,Spring 2018,uw1,Female,1.0,1.0,469.5,7.82,31.3,473.9,0.397,0.857,3.126,2.729,-0.398,14.0,-0.062,0,7.5h+,06:54
45,2,University of Washington,Spring 2018,uw1,Male,0.0,0.0,349.0,5.82,53.1,330.8,0.127,0.964,3.96,3.767,-0.193,15.0,0.373,1,5.5-6h,04:31
46,2,University of Washington,Spring 2018,uw1,Female,0.0,0.0,328.9,5.48,88.1,497.3,0.4576,0.929,3.652,3.344,-0.307,18.0,1.68,1,<5.5h,07:17
47,2,University of Washington,Spring 2018,uw1,Male,0.0,0.0,337.4,5.62,85.0,437.8,0.1269,1.0,3.867,3.567,-0.3,15.0,0.373,1,5.5-6h,06:18
48,2,University of Washington,Spring 2018,uw1,Male,1.0,0.0,329.0,5.48,50.9,389.2,0.0317,0.964,3.627,3.5,-0.127,10.0,-1.805,1,<5.5h,05:29
49,2,University of Washington,Spring 2018,uw1,Male,0.0,0.0,400.2,6.67,68.5,536.7,11.4803,0.286,3.397,3.564,0.167,11.0,-1.369,0,6.5-7h,07:57
50,2,University of Washington,Spring 2018,uw1,Female,1.0,0.0,412.6,6.88,68.6,323.8,0.0773,0.964,3.6,3.436,-0.164,14.0,-0.062,0,6.5-7h,04:24
51,2,University of Washington,Spring 2018,uw1,Female,0.0,1.0,362.1,6.04,64.0,508.5,1.7427,0.286,3.758,3.833,0.076,15.0,0.373,0,6-6.5h,07:28
54,2,University of Washington,Spring 2018,uw1,Male,0.0,0.0,399.5,6.66,76.4,573.6,1.4693,0.75,3.083,2.478,-0.605,18.0,1.68,0,6.5-7h,08:34
55,2,University of Washington,Spring 2018,uw1,Female,0.0,1.0,255.4,4.26,46.4,561.0,2.1725,0.964,3.346,2.5,-0.846,10.0,-1.805,1,<5.5h,08:21
57,2,University of Washington,Spring 2018,uw1,Male,0.0,0.0,438.8,7.31,42.7,370.6,0.0595,0.857,3.2,3.038,-0.162,13.0,-0.498,0,7-7.5h,05:11
58,2,University of Washington,Spring 2018,uw1,Female,0.0,0.0,511.3,8.52,37.9,320.5,0.0606,0.964,3.583,3.55,-0.033,10.0,-1.805,0,7.5h+,04:20
60,2,University of Washington,Spring 2018,uw1,Male,1.0,1.0,388.2,6.47,69.3,372.9,0.2107,1.0,3.629,3.467,-0.163,15.0,0.373,0,6-6.5h,05:13
61,2,University of Washington,Spring 2018,uw1,Female,,1.0,477.9,7.96,23.6,331.3,0.0454,0.679,3.868,3.65,-0.218,10.0,-1.805,0,7.5h+,04:31
62,2,University of Washington,Spring 2018,uw1,Female,0.0,1.0,422.3,7.04,54.6,640.2,3.36,0.786,3.78,3.267,-0.513,15.0,0.373,0,7-7.5h,09:40
64,2,University of Washington,Spring 2018,uw1,Female,0.0,0.0,442.0,7.37,34.8,404.0,0.4396,0.714,3.817,3.933,0.117,15.0,0.373,0,7-7.5h,05:44
67,2,University of Washington,Spring 2018,uw1,Female,0.0,0.0,402.6,6.71,18.8,342.3,0.1049,0.964,3.913,3.85,-0.063,16.0,0.809,0,6.5-7h,04:42
68,2,University of Washington,Spring 2018,uw1,Female,0.0,1.0,430.1,7.17,24.8,317.8,0.0383,1.0,3.529,3.654,0.125,13.0,-0.498,0,7-7.5h,04:18
69,2,University of Washington,Spring 2018,uw1,Female,0.0,1.0,328.2,5.47,17.1,430.9,1.7592,0.429,2.939,1.7,-1.239,15.0,0.373,1,<5.5h,06:11
73,2,University of Washington,Spring 2018,uw1,Female,0.0,0.0,418.2,6.97,18.2,325.2,0.1756,0.643,4.0,3.973,-0.027,11.0,-1.369,0,6.5-7h,04:25
74,2,University of Washington,Spring 2018,uw1,Female,0.0,0.0,432.2,7.2,41.6,478.1,0.0808,0.964,3.7,3.623,-0.077,13.0,-0.498,0,7-7.5h,06:58
75,2,University of Washington,Spring 2018,uw1,Female,0.0,0.0,487.5,8.12,36.9,305.9,0.0799,1.0,3.82,3.669,-0.151,13.0,-0.498,0,7.5h+,04:06
76,2,University of Washington,Spring 2018,uw1,Male,0.0,0.0,434.3,7.24,41.7,351.6,0.0446,0.964,3.686,3.336,-0.35,14.0,-0.062,0,7-7.5h,04:52
78,2,University of Washington,Spring 2018,uw1,Female,1.0,0.0,408.6,6.81,34.5,397.2,0.0614,0.964,3.5,3.467,-0.033,15.0,0.373,0,6.5-7h,05:37
80,2,University of Washington,Spring 2018,uw1,Female,1.0,0.0,430.0,7.17,43.3,436.7,0.0512,0.964,3.65,3.528,-0.122,18.0,1.68,0,7-7.5h,06:17
82,2,University of Washington,Spring 2018,uw1,Female,1.0,0.0,398.5,6.64,21.7,343.8,0.0242,1.0,3.797,3.667,-0.13,15.0,0.373,0,6.5-7h,04:44
84,2,University of Washington,Spring 2018,uw1,Female,1.0,0.0,377.5,6.29,86.3,423.5,0.2358,1.0,3.784,3.754,-0.03,13.0,-0.498,0,6-6.5h,06:04
86,2,University of Washington,Spring 2018,uw1,Female,1.0,0.0,394.4,6.57,98.3,324.1,0.0872,1.0,3.488,3.647,0.159,15.0,0.373,0,6.5-7h,04:24
87,2,University of Washington,Spring 2018,uw1,Female,0.0,0.0,408.8,6.81,18.9,297.4,0.0746,1.0,3.75,3.875,0.125,16.0,0.809,0,6.5-7h,03:57
88,2,University of Washington,Spring 2018,uw1,Male,0.0,0.0,436.4,7.27,64.2,394.1,0.7865,0.929,3.541,3.233,-0.307,15.0,0.373,0,7-7.5h,05:34
89,2,University of Washington,Spring 2018,uw1,Female,1.0,0.0,398.9,6.65,79.3,340.4,0.2006,0.857,3.375,2.269,-1.106,13.0,-0.498,0,6.5-7h,04:40
90,2,University of Washington,Spring 2018,uw1,Male,1.0,1.0,422.7,7.04,11.8,285.5,0.0675,0.75,3.434,3.483,0.049,12.0,-0.933,0,7-7.5h,03:46
91,2,University of Washington,Spring 2018,uw1,Female,0.0,0.0,369.5,6.16,67.6,358.4,0.1087,1.0,3.819,3.753,-0.066,17.0,1.245,0,6-6.5h,04:58
92,2,University of Washington,Spring 2018,uw1,Female,0.0,0.0,485.7,8.1,27.4,314.3,0.1555,1.0,3.077,3.231,0.153,13.0,-0.498,0,7.5h+,04:14
93,2,University of Washington,Spring 2018,uw1,Female,0.0,0.0,485.2,8.09,114.0,497.0,5.3448,0.214,3.857,3.95,0.093,10.0,-1.805,0,7.5h+,07:17
95,2,University of Washington,Spring 2018,uw1,Male,0.0,0.0,496.8,8.28,19.1,300.0,0.0763,0.929,3.904,3.9,-0.004,10.0,-1.805,0,7.5h+,04:00
97,2,University of Washington,Spring 2018,uw1,Male,0.0,1.0,389.7,6.5,25.6,355.7,0.0621,0.964,3.693,3.533,-0.16,15.0,0.373,0,6.5-7h,04:56
98,2,University of Washington,Spring 2018,uw1,Female,1.0,0.0,407.3,6.79,99.1,558.7,0.8892,1.0,3.371,3.967,0.596,15.0,0.373,0,6.5-7h,08:19
99,2,University of Washington,Spring 2018,uw1,Male,0.0,0.0,400.0,6.67,47.5,385.4,0.1293,0.929,3.591,3.367,-0.224,15.0,0.373,0,6.5-7h,05:25
102,2,University of Washington,Spring 2018,uw1,Female,0.0,1.0,497.4,8.29,50.1,507.9,0.6073,0.5,2.603,3.9,1.297,13.0,-0.498,0,7.5h+,07:28
103,2,University of Washington,Spring 2018,uw1,Female,0.0,0.0,383.7,6.39,6.6,327.1,0.1296,0.857,3.914,4.0,0.086,15.0,0.373,0,6-6.5h,04:27
104,2,University of Washington,Spring 2018,uw1,Male,1.0,1.0,405.8,6.76,34.7,335.0,0.2723,0.929,3.525,3.4,-0.125,10.0,-1.805,0,6.5-7h,04:35
106,2,University of Washington,Spring 2018,uw1,Female,0.0,1.0,291.5,4.86,44.3,605.9,2.0271,0.393,3.46,3.567,0.107,15.0,0.373,1,<5.5h,09:06
