student_id,study,university,semester,cohort_code,gender,first_generation,underrepresented,avg_sleep_minutes,avg_sleep_hours,daytime_sleep_minutes,sleep_midpoint_minutes,bedtime_variability,nights_tracked_fraction,prior_gpa,term_gpa,gpa_change,term_units,term_load_z,under_6h_sleep,sleep_bracket,sleep_midpoint_clock
197,5,Carnegie Mellon University,Spring 2017,lac1,Male,0.0,0.0,336.0,5.6,20.7,494.1,0.7776,0.793,1.57,2.67,1.1,54.0,0.735,1,5.5-6h,07:14
198,5,Carnegie Mellon University,Spring 2017,lac1,Female,0.0,1.0,371.3,6.19,106.4,321.6,0.1528,1.0,3.3,2.94,-0.36,53.0,0.56,0,6-6.5h,04:22
200,5,Carnegie Mellon University,Spring 2017,lac1,Female,0.0,0.0,463.9,7.73,30.6,366.0,0.4366,0.793,3.71,3.77,0.06,47.0,-0.488,0,7.5h+,05:06
201,5,Carnegie Mellon University,Spring 2017,lac1,Female,0.0,1.0,444.3,7.4,22.1,318.4,0.2119,0.966,3.71,3.79,0.08,52.0,0.386,0,7-7.5h,04:18
202,5,Carnegie Mellon University,Spring 2017,lac1,Female,0.0,1.0,300.4,5.01,61.3,465.4,0.1732,1.0,1.95,3.0,1.05,45.0,-0.838,1,<5.5h,06:45
204,5,Carnegie Mellon University,Spring 2017,lac1,Male,0.0,1.0,393.6,6.56,66.4,349.2,1.8734,0.655,2.15,2.76,0.61,49.0,-0.139,0,6.5-7h,04:49
208,5,Carnegie Mellon University,Spring 2017,lac1,Male,0.0,1.0,382.5,6.37,37.1,539.6,0.4276,0.966,2.65,3.53,0.88,50.0,0.036,0,6-6.5h,08:00
209,5,Carnegie Mellon University,Spring 2017,lac1,Female,0.0,0.0,344.3,5.74,15.0,560.9,1.5293,0.793,3.57,3.07,-0.5,63.0,2.308,1,5.5-6h,08:21
211,5,Carnegie Mellon University,Spring 2017,lac1,Female,0.0,0.0,292.1,4.87,9.4,424.0,0.235,1.0,3.77,2.78,-0.99,57.0,1.259,1,<5.5h,06:04
214,5,Carnegie Mellon University,Spring 2017,lac1,Female,0.0,0.0,477.4,7.96,23.2,346.1,0.2401,0.966,4.0,4.0,0.0,48.0,-0.313,0,7.5h+,04:46
215,5,Carnegie Mellon University,Spring 2017,lac1,Female,0.0,0.0,424.7,7.08,11.7,346.8,0.0307,1.0,3.79,4.0,0.21,50.0,0.036,0,7-7.5h,04:47
216,5,Carnegie Mellon University,Spring 2017,lac1,Female,1.0,0.0,360.0,6.0,34.1,372.1,0.1411,1.0,3.16,3.56,0.4,57.0,1.259,0,6-6.5h,05:12
218,5,Carnegie Mellon University,Spring 2017,lac1,Female,0.0,0.0,442.1,7.37,9.7,424.3,0.1024,0.966,4.0,4.0,0.0,48.0,-0.313,0,7-7.5h,06:04
220,5,Carnegie Mellon University,Spring 2017,lac1,Female,0.0,0.0,382.2,6.37,2.3,463.6,0.0648,0.897,3.82,3.76,-0.06,58.0,1.434,0,6-6.5h,06:44
222,5,Carnegie Mellon University,Spring 2017,lac1,,0.0,0.0,367.4,6.12,16.3,405.8,0.1612,0.931,3.5,3.4,-0.1,53.0,0.56,0,6-6.5h,05:46
223,5,Carnegie Mellon University,Spring 2017,lac1,Female,0.0,0.0,421.5,7.02,46.5,687.5,1.7758,0.483,3.2,1.69,-1.51,51.0,0.211,0,7-7.5h,10:28
224,5,Carnegie Mellon University,Spring 2017,lac1,Male,0.0,0.0,345.9,5.76,21.7,414.1,0.0775,0.966,4.0,4.0,0.0,43.0,-1.187,1,5.5-6h,05:54
229,5,Carnegie Mellon University,Spring 2017,lac1,Female,0.0,0.0,367.8,6.13,28.4,560.1,0.2925,0.828,3.0,3.75,0.75,45.0,-0.838,0,6-6.5h,08:20
233,5,Carnegie Mellon University,Spring 2017,lac1,Female,0.0,0.0,362.9,6.05,18.1,496.6,0.2625,0.586,2.62,2.46,-0.16,51.0,0.211,0,6-6.5h,07:17
234,5,Carnegie Mellon University,Spring 2017,lac1,Male,1.0,1.0,303.4,5.06,29.5,545.6,0.9619,0.897,1.91,2.98,1.07,49.0,-0.139,1,<5.5h,08:06
236,5,Carnegie Mellon University,Spring 2017,lac1,Male,0.0,0.0,391.3,6.52,30.8,410.8,0.1901,0.862,3.29,3.51,0.22,53.0,0.56,0,6.5-7h,05:51
240,5,Carnegie Mellon University,Spring 2017,lac1,Male,0.0,1.0,370.4,6.17,20.2,404.9,0.055,1.0,3.8,3.22,-0.58,44.0,-1.012,0,6-6.5h,05:45
241,5,Carnegie Mellon University,Spring 2017,lac1,Female,0.0,0.0,393.5,6.56,39.9,376.1,0.2428,0.793,3.81,3.6,-0.21,49.0,-0.139,0,6.5-7h,05:16
242,5,Carnegie Mellon University,Spring 2017,lac1,Male,0.0,0.0,413.6,6.89,17.7,420.4,0.045,1.0,3.49,3.54,0.05,42.0,-1.362,0,6.5-7h,06:00
247,5,Carnegie Mellon University,Spring 2017,lac1,Male,0.0,1.0,365.9,6.1,28.2,501.1,0.2924,0.828,3.72,3.81,0.09,53.0,0.56,0,6-6.5h,07:21
249,5,Carnegie Mellon University,Spring 2017,lac1,Male,0.0,0.0,394.1,6.57,17.1,539.5,0.322,0.966,3.61,3.38,-0.23,48.0,-0.313,0,6.5-7h,08:00
254,5,Carnegie Mellon University,Spring 2017,lac1,Female,0.0,0.0,443.4,7.39,13.8,367.2,0.0409,1.0,3.8,4.0,0.2,52.0,0.386,0,7-7.5h,05:07
255,5,Carnegie Mellon University,Spring 2017,lac1,Female,0.0,0.0,348.6,5.81,20.5,434.7,0.6755,0.931,3.4,3.19,-0.21,60.0,1.784,1,5.5-6h,06:15
258,5,Carnegie Mellon University,Spring 2017,lac1,Male,0.0,0.0,412.5,6.88,14.8,361.1,0.1295,0.966,3.76,3.55,-0.21,52.0,0.386,0,6.5-7h,05:01
261,5,Carnegie Mellon University,Spring 2017,lac1,Male,0.0,0.0,342.5,5.71,22.0,468.6,0.1988,0.759,3.76,3.8,0.04,53.0,0.56,1,5.5-6h,06:49
264,5,Carnegie Mellon University,Spring 2017,lac1,Male,0.0,0.0,411.9,6.86,26.1,406.3,0.3402,0.759,2.91,3.4,0.49,45.0,-0.838,0,6.5-7h,05:46
265,5,Carnegie Mellon University,Spring 2017,lac1,Female,0.0,0.0,422.1,7.04,17.0,414.8,0.1296,0.931,3.86,3.28,-0.58,60.0,1.784,0,7-7.5h,05:55
266,5,Carnegie Mellon University,Spring 2017,lac1,Female,0.0,1.0,360.7,6.01,33.9,419.7,0.1657,1.0,3.07,2.4,-0.67,45.0,-0.838,0,6-6.5h,06:00
276,5,Carnegie Mellon University,Spring 2017,lac1,Female,1.0,0.0,338.3,5.64,11.3,362.8,0.1558,0.828,3.43,3.21,-0.22,43.0,-1.187,1,5.5-6h,05:03
278,5,Carnegie Mellon University,Spring 2017,lac1,Female,0.0,0.0,266.8,4.45,162.7,514.0,0.7721,0.414,2.98,3.56,0.58,48.0,-0.313,1,<5.5h,07:34
279,5,Carnegie Mellon University,Spring 2017,lac1,Female,0.0,0.0,314.6,5.24,21.4,479.4,0.1685,1.0,3.61,3.49,-0.12,59.0,1.609,1,<5.5h,06:59
280,5,Carnegie Mellon University,Spring 2017,lac1,Female,0.0,0.0,352.8,5.88,37.5,435.7,0.1915,0.552,2.33,3.5,1.17,47.0,-0.488,1,5.5-6h,06:16
281,5,Carnegie Mellon University,Spring 2017,lac1,Male,0.0,0.0,442.1,7.37,14.1,580.2,3.6416,0.379,3.46,3.5,0.04,52.0,0.386,0,7-7.5h,08:40
282,5,Carnegie Mellon University,Spring 2017,lac1,Male,0.0,0.0,416.7,6.95,44.6,384.2,0.1473,1.0,2.93,3.57,0.64,42.0,-1.362,0,6.5-7h,05:24
284,5,Carnegie Mellon University,Spring 2017,lac1,Female,0.0,0.0,383.3,6.39,26.3,532.0,0.7065,0.862,3.0,3.6,0.6,45.0,-0.838,0,6-6.5h,07:52
287,5,Carnegie Mellon University,Spring 2017,lac1,Female,0.0,0.0,398.9,6.65,21.5,442.4,0.2269,0.931,3.39,3.6,0.21,45.0,-0.838,0,6.5-7h,06:22
288,5,Carnegie Mellon University,Spring 2017,lac1,Female,0.0,0.0,460.5,7.68,24.9,324.5,0.1709,0.931,3.57,2.6,-0.97,45.0,-0.838,0,7.5h+,04:24
289,5,Carnegie Mellon University,Spring 2017,lac1,Male,0.0,1.0,400.7,6.68,60.6,526.5,0.2969,0.724,2.76,3.23,0.47,49.0,-0.139,0,6.5-7h,07:46
291,5,Carnegie Mellon University,Spring 2017,lac1,Female,0.0,0.0,433.3,7.22,25.4,460.1,0.2532,0.793,1.21,2.32,1.11,50.0,0.036,0,7-7.5h,06:40
292,5,Carnegie Mellon University,Spring 2017,lac1,Female,0.0,0.0,349.4,5.82,14.4,473.9,0.2457,0.586,3.39,3.8,0.41,45.0,-0.838,1,5.5-6h,06:54
295,5,Carnegie Mellon University,Spring 2017,lac1,Female,0.0,0.0,402.4,6.71,10.9,349.2,0.4063,0.828,3.47,3.0,-0.47,54.0,0.735,0,6.5-7h,04:49
297,5,Carnegie Mellon University,Spring 2017,lac1,Female,0.0,0.0,335.9,5.6,72.7,610.7,1.3834,0.724,3.27,3.03,-0.24,40.0,-1.711,1,5.5-6h,09:11
299,5,Carnegie Mellon University,Spring 2017,lac1,Female,0.0,1.0,300.4,5.01,9.0,469.7,1.7201,0.552,3.28,1.7,-1.58,53.0,0.56,1,<5.5h,06:50
300,5,Carnegie Mellon University,Spring 2017,lac1,Female,0.0,0.0,413.4,6.89,41.9,386.7,0.2513,1.0,2.96,3.28,0.32,42.0,-1.362,0,6.5-7h,05:27
301,5,Carnegie Mellon University,Spring 2017,lac1,Male,0.0,0.0,293.5,4.89,31.9,395.2,0.0931,1.0,4.0,3.77,-0.23,53.0,0.56,1,<5.5h,05:35
302,5,Carnegie Mellon University,Spring 2017,lac1,Female,0.0,0.0,326.5,5.44,34.8,369.3,0.1346,0.897,3.25,3.4,0.15,45.0,-0.838,1,<5.5h,05:09
303,5,Carnegie Mellon University,Spring 2017,lac1,Female,0.0,0.0,384.8,6.41,20.2,341.0,0.1047,1.0,3.17,3.05,-0.12,55.0,0.91,0,6-6.5h,04:41
304,5,Carnegie Mellon University,Spring 2017,lac1,Female,0.0,0.0,362.4,6.04,50.6,440.7,0.1026,0.966,3.0,3.41,0.41,51.0,0.211,0,6-6.5h,06:21
305,5,Carnegie Mellon University,Spring 2017,lac1,Female,0.0,0.0,361.4,6.02,15.3,430.9,0.1009,0.966,3.52,3.26,-0.26,48.0,-0.313,0,6-6.5h,06:11
306,5,Carnegie Mellon University,Spring 2017,lac1,Female,0.0,0.0,330.5,5.51,37.8,439.8,0.4339,1.0,3.56,2.98,-0.58,48.0,-0.313,1,5.5-6h,06:20
307,5,Carnegie Mellon University,Spring 2017,lac1,Female,0.0,0.0,399.9,6.66,17.4,358.8,0.152,0.966,2.67,3.13,0.46,45.0,-0.838,0,6.5-7h,04:59
308,5,Carnegie Mellon University,Spring 2017,lac1,Female,0.0,0.0,401.1,6.68,11.4,420.7,0.1095,0.897,3.74,3.39,-0.35,52.0,0.386,0,6.5-7h,06:01
309,5,Carnegie Mellon University,Spring 2017,lac1,Male,1.0,1.0,438.6,7.31,48.0,552.3,0.0986,0.931,2.57,2.4,-0.17,45.0,-0.838,0,7-7.5h,08:12
310,5,Carnegie Mellon University,Spring 2017,lac1,Male,0.0,1.0,398.5,6.64,7.6,379.6,0.1785,0.69,3.35,3.38,0.03,48.0,-0.313,0,6.5-7h,05:20
311,5,Carnegie Mellon University,Spring 2017,lac1,Female,0.0,0.0,378.2,6.3,38.2,460.7,0.1733,0.966,3.21,2.49,-0.72,46.0,-0.663,0,6-6.5h,06:41
312,5,Carnegie Mellon University,Spring 2017,lac1,Male,0.0,0.0,375.1,6.25,33.9,461.5,0.2224,0.862,3.47,3.29,-0.18,41.0,-1.537,0,6-6.5h,06:42
313,5,Carnegie Mellon University,Spring 2017,lac1,Female,1.0,0.0,378.1,6.3,21.7,497.0,0.2712,0.897,3.29,2.47,-0.82,45.0,-0.838,0,6-6.5h,07:17
316,5,Carnegie Mellon University,Spring 2017,lac1,Female,0.0,1.0,446.1,7.44,23.1,383.2,0.1767,0.793,3.71,2.83,-0.88,57.0,1.259,0,7-7.5h,05:23
322,5,Carnegie Mellon University,Spring 2017,lac1,Male,0.0,0.0,421.9,7.03,40.9,424.8,0.196,0.966,2.9,3.36,0.46,45.0,-0.838,0,7-7.5h,06:05
323,5,Carnegie Mellon University,Spring 2017,lac1,Male,0.0,0.0,365.7,6.1,27.6,519.5,0.2241,1.0,4.0,4.0,0.0,58.0,1.434,0,6-6.5h,07:40
326,5,Carnegie Mellon University,Spring 2017,lac1,Male,0.0,1.0,399.5,6.66,29.5,560.6,1.9322,0.586,1.94,1.79,-0.15,50.0,0.036,0,6.5-7h,08:21
329,5,Carnegie Mellon University,Spring 2017,lac1,Male,0.0,0.0,465.9,7.77,31.7,592.6,0.2355,0.966,2.84,3.12,0.28,45.0,-0.838,0,7.5h+,08:53
332,5,Carnegie Mellon University,Spring 2017,lac1,Female,1.0,0.0,359.5,5.99,23.8,444.2,0.3553,0.828,3.4,3.69,0.29,49.0,-0.139,1,5.5-6h,06:24
333,5,Carnegie Mellon University,Spring 2017,lac1,Female,0.0,0.0,360.6,6.01,23.1,419.1,0.1372,0.793,3.79,4.0,0.21,45.0,-0.838,0,6-6.5h,05:59
334,5,Carnegie Mellon University,Spring 2017,lac1,Female,1.0,0.0,388.8,6.48,13.8,493.1,0.1711,0.759,3.21,2.6,-0.61,45.0,-0.838,0,6-6.5h,07:13
337,5,Carnegie Mellon University,Spring 2017,lac1,Female,0.0,0.0,389.7,6.5,14.6,447.9,0.0894,1.0,3.33,3.74,0.41,58.0,1.434,0,6.5-7h,06:28
338,5,Carnegie Mellon University,Spring 2017,lac1,Female,1.0,0.0,388.6,6.48,47.9,443.0,0.86,0.483,3.29,2.87,-0.42,45.0,-0.838,0,6-6.5h,06:23
341,5,Carnegie Mellon University,Spring 2017,lac1,Female,0.0,0.0,351.6,5.86,5.1,408.1,0.1308,0.931,3.5,3.51,0.01,41.0,-1.537,1,5.5-6h,05:48
343,5,Carnegie Mellon University,Spring 2017,lac1,Male,0.0,0.0,454.3,7.57,52.7,423.8,1.477,0.966,3.79,3.5,-0.29,60.0,1.784,0,7.5h+,06:04
346,5,Carnegie Mellon University,Spring 2017,lac1,Female,0.0,0.0,361.5,6.02,19.9,395.8,0.0847,0.655,3.74,3.48,-0.26,46.0,-0.663,0,6-6.5h,05:36
347,5,Carnegie Mellon University,Spring 2017,lac1,Female,0.0,0.0,445.6,7.43,31.9,313.4,0.095,1.0,3.74,3.74,0.0,46.0,-0.663,0,7-7.5h,04:13
349,5,Carnegie Mellon University,Spring 2017,lac1,Female,0.0,0.0,430.8,7.18,18.6,351.1,0.107,0.276,3.44,3.61,0.17,49.0,-0.139,0,7-7.5h,04:51
353,5,Carnegie Mellon University,Spring 2017,lac1,Female,0.0,0.0,360.9,6.01,22.1,452.6,0.0608,1.0,3.62,3.81,0.19,54.0,0.735,0,6-6.5h,06:33
356,5,Carnegie Mellon University,Spring 2017,lac1,Male,0.0,0.0,303.8,5.06,11.9,431.1,0.1568,0.276,3.22,1.38,-1.84,48.0,-0.313,1,<5.5h,06:11
357,5,Carnegie Mellon University,Spring 2017,lac1,Female,0.0,0.0,397.9,6.63,22.7,407.8,0.2347,0.897,4.0,4.0,0.0,49.0,-0.139,0,6.5-7h,05:48
